qid,set,kind,field,question,gold_answer,arm,model_answer,correct,route,latency_ms,cost_usd
lo0126,single,lookup,address,What is the address on the GUARDIAN HEALTH AND BEAUTY SDN BHD receipt from 01 January 2018?,"SOLARIS MOUNT KIARA NO.8 & 10, GF SOLARIS MOUNT KUARA JLN SOLARIS 5",A · dense RAG (MiniLM),"NO.8 & 10, GF SOLARIS MOUNT KUARA JLN SOLARIS 5",True,,625,0.0
lo0127,single,lookup,address,What is the address on the FLORISM DE ART receipt from 14 January 2018?,"LOT 2.70.00,LEVEL 2, PAVILION KUALA LUMPUR, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA.",A · dense RAG (MiniLM),NOT_FOUND,False,,320,0.0
lo0128,single,lookup,date,When was the RESTORAN WAN SHENG receipt for 2.30 issued?,27/06/2018,A · dense RAG (MiniLM),NOT_FOUND,False,,322,0.0
lo0129,single,lookup,total,How much was the receipt from CHOP YEW LIAN on 23 March 2017?,30.00,A · dense RAG (MiniLM),30.00,True,,355,0.0
lo0130,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 07 March 2018?,4.80,A · dense RAG (MiniLM),NOT_FOUND,False,,321,0.0
lo0131,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 14 June 2018?,10.15,A · dense RAG (MiniLM),NOT_FOUND,False,,294,0.0
lo0132,single,lookup,total,How much was the receipt from MR. D.I.Y. (M) SDN BHD on 14 April 2018?,5.00,A · dense RAG (MiniLM),NOT_FOUND,False,,294,0.0
lo0133,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 02 October 2017?,35.58,A · dense RAG (MiniLM),NOT_FOUND,False,,417,0.0
lo0134,single,lookup,total,How much was the receipt from GRAND COMPANIONS SDN BHD on 03 March 2019?,269.40,A · dense RAG (MiniLM),NOT_FOUND,False,,306,0.0
lo0135,single,lookup,address,What is the address on the GREAT ZONE HOUSEHOLD CENTRE SDN BHD receipt from 18 February 2018?,"60 & 62. JALAN CIKU, 86000,KLUANG",A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0136,single,lookup,total,How much was the receipt from SUPER SEVEN CASH & CARRY SDN BHD on 01 March 2018?,408.45,A · dense RAG (MiniLM),NOT_FOUND,False,,322,0.0
lo0137,single,lookup,total,How much was the receipt from HIGH FIVE ENTERPRISE on 05 April 2018?,95.48,A · dense RAG (MiniLM),NOT_FOUND,False,,294,0.0
lo0138,single,lookup,address,What is the address on the MAXINCOME RESOURCES SDN BHD receipt from 10 April 2018?,"NO 16A, JALAN ASTAKA U8/83, BUKIT JELUTONG, 40150 SHAH ALAM, SELANGOR, D.E.",A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0139,single,lookup,total,How much was the receipt from GERBANG ALAF RESTAURANTS SDN BHD on 30 April 2017?,47.15,A · dense RAG (MiniLM),NOT_FOUND,False,,306,0.0
lo0140,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 20 September 2016?,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",A · dense RAG (MiniLM),"LOT P.T. 33198, BATU 4
JALAN KAPAR, MUKIM KAPAR
42100 KLANG, SELANGOR",True,,818,0.0
lo0141,single,lookup,address,What is the address on the PREMIO STATIONERY SDN BHD receipt from 20 March 2018?,"NO 57, JALAN SS 3/29, 47300 PETALING JAYA, SELANGOR",A · dense RAG (MiniLM),"No 57, Jalan SS 3/29, 47300 Petaling Jaya, Selangor.",True,,675,0.0
lo0142,single,lookup,total,How much was the receipt from KECHARA VEGETARIAN RESTAURANT S/B on 15 May 2018?,64.50,A · dense RAG (MiniLM),64.50,True,,400,0.0
lo0143,single,lookup,total,How much was the receipt from TS TOOLS HARDWARE & MACHINERY SDN BHD on 21 March 2018?,7.40,A · dense RAG (MiniLM),7.40,True,,351,0.0
lo0144,single,lookup,total,How much was the receipt from BEYOND BROTHERS HARDWARE on 10 November 2017?,67.85,A · dense RAG (MiniLM),67.85,True,,351,0.0
lo0145,single,lookup,date,When was the GOLDEN ARCHES RESTAURANTS SDN BHD receipt for 14.70 issued?,03/12/2016,A · dense RAG (MiniLM),03/12/2016,True,,436,0.0
lo0146,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 05 June 2018?,7.50,A · dense RAG (MiniLM),NOT_FOUND,False,,292,0.0
lo0147,single,lookup,date,When was the AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD receipt for 28.00 issued?,22/09/2017,A · dense RAG (MiniLM),NOT_FOUND,False,,308,0.0
lo0148,single,lookup,total,How much was the receipt from 99 SPEED MART S/B on 06 December 2016?,85.45,A · dense RAG (MiniLM),NOT_FOUND,False,,268,0.0
lo0149,single,lookup,date,When was the LA STATIONERY SDN BHD receipt for 56.80 issued?,09/02/2018,A · dense RAG (MiniLM),NOT_FOUND,False,,294,0.0
lo0150,single,lookup,total,How much was the receipt from MR. D.I.Y. (M) SDN BHD on 27 April 2018?,1.90,A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0151,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 28 October 2017?,21.90,A · dense RAG (MiniLM),NOT_FOUND,False,,360,0.0
lo0152,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 03 May 2018?,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",A · dense RAG (MiniLM),NOT_FOUND,False,,268,0.0
lo0153,single,lookup,address,What is the address on the AEON CO. (M) BHD receipt from 09 July 2017?,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0154,single,lookup,date,When was the KING'S CONFECTIONERY S/B receipt for 9.90 issued?,07/02/2017,A · dense RAG (MiniLM),07/02/17,True,,407,0.0
lo0155,single,lookup,total,How much was the receipt from KEDAI PAPAN YEW CHUAN on 10 March 2018?,84.80,A · dense RAG (MiniLM),NOT_FOUND,False,,374,0.0
lo0156,single,lookup,total,How much was the receipt from SWC ENTERPRISE SDN BHD on 08 January 2018?,8.00,A · dense RAG (MiniLM),8.00,True,,369,0.0
lo0157,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 27 October 2017?,35.88,A · dense RAG (MiniLM),NOT_FOUND,False,,441,0.0
lo0158,single,lookup,total,How much was the receipt from LIM SENG THO HARDWARE TRADING on 08 February 2018?,10.50,A · dense RAG (MiniLM),8.40,False,,354,0.0
lo0159,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 28 October 2017?,32.26,A · dense RAG (MiniLM),NOT_FOUND,False,,417,0.0
lo0160,single,lookup,date,When was the POPULAR BOOK CO. (M) SDN BHD receipt for 30.50 issued?,05/03/2018,A · dense RAG (MiniLM),NOT_FOUND,False,,293,0.0
lo0161,single,lookup,total,How much was the receipt from HON HWA HARDWARE TRADING on 21 September 2017?,10.40,A · dense RAG (MiniLM),10.40,True,,363,0.0
lo0162,single,lookup,total,How much was the receipt from THE CUT STEAKHOUSE &BURGERS on 01 January 2017?,167.55,A · dense RAG (MiniLM),167.55,True,,377,0.0
lo0163,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 12 September 2017?,8.70,A · dense RAG (MiniLM),8.70,True,,388,0.0
lo0164,single,lookup,total,How much was the receipt from MR. D.I.Y. (M) SDN BHD on 11 January 2016?,32.80,A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0165,single,lookup,address,What is the address on the EVERGREEN LIGHT SDN BHD receipt from 10 July 2017?,"NO.7-1, JALAN PUTERI 7/11, BANDAR PUTERI, 47100 PUCHONG, BELANGOR",A · dense RAG (MiniLM),"NO.7-1, JALAN PUTERI 7/11, BANDAR PUTERI, 47100 PUCHONG, BELANGOR",True,,802,0.0
lo0166,single,lookup,address,What is the address on the POTTERS GARDEN SDN BHD receipt from 04 January 2018?,"BATU 11 . SG BULOH , 47000 SELANGOR .",A · dense RAG (MiniLM),"Batu 11. Sg Buloh, 47000 Selangor.",True,,574,0.0
lo0167,single,lookup,total,How much was the receipt from AA PHARMACY on 29 January 2018?,46.20,A · dense RAG (MiniLM),46.20,True,,409,0.0
lo0168,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 7.30 issued?,06/05/2018,A · dense RAG (MiniLM),NOT_FOUND,False,,268,0.0
lo0169,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 8.20 issued?,02/05/2018,A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0170,single,lookup,address,What is the address on the KEDAI PAPAN YEW CHUAN receipt from 16 March 2018?,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",A · dense RAG (MiniLM),NOT_FOUND,False,,320,0.0
lo0171,single,lookup,date,When was the CHEF HENRY RIBS HOUSE receipt for 103.85 issued?,05/06/2018,A · dense RAG (MiniLM),05/06/2018,True,,488,0.0
lo0172,single,lookup,total,How much was the receipt from GLOBAL FOOD EMPIRE SDN BHD on 01 May 2018?,38.35,A · dense RAG (MiniLM),38.35,True,,336,0.0
lo0173,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 13 March 2018?,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0174,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 24 September 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",A · dense RAG (MiniLM),NOT_FOUND,False,,443,0.0
lo0175,single,lookup,total,How much was the receipt from C W KHOO HARDWARE SDN BHD on 31 March 2018?,14.65,A · dense RAG (MiniLM),NOT_FOUND,False,,359,0.0
lo0176,single,lookup,total,How much was the receipt from SYARIKAT PERNIAGAAN GIN KEE on 27 January 2018?,22.26,A · dense RAG (MiniLM),94.34,False,,384,0.0
lo0177,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 10 March 2018?,7.20,A · dense RAG (MiniLM),NOT_FOUND,False,,307,0.0
lo0178,single,lookup,total,How much was the receipt from SUPER SEVEN CASH & CARRY SDN BHD on 21 March 2018?,18.30,A · dense RAG (MiniLM),NOT_FOUND,False,,322,0.0
lo0179,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 10 March 2018?,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1572-TMN BKT PANDAN",A · dense RAG (MiniLM),"LOT P.T. 2811, JALAN ANGSA,
TAMAN BERKELEY
41150 KLANG, SELANGOR",True,,734,0.0
lo0180,single,lookup,total,How much was the receipt from KAISON FURNISHING SDN BHD on 25 March 2018?,18.70,A · dense RAG (MiniLM),NOT_FOUND,False,,321,0.0
lo0181,single,lookup,address,What is the address on the STAR GROCER SDN BHD receipt from 25 March 2018?,"NO 4, DESA PANDAN, OFF KAMPONG PANDAN, 55100 KUALA LUMPUR",A · dense RAG (MiniLM),NOT_FOUND,False,,292,0.0
lo0182,single,lookup,address,What is the address on the OJC MARKETING SDN BHD receipt from 15 January 2019?,"NO 2 & 4, JALAN BAYU 4, BANDAR SERI ALAM, B1750 MASAI, JOHOR",A · dense RAG (MiniLM),NOT_FOUND,False,,292,0.0
lo0183,single,lookup,date,When was the SANYU STATIONERY SHOP receipt for 8.70 issued?,14/10/2017,A · dense RAG (MiniLM),12/09/2017,False,,474,0.0
lo0184,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 26 March 2018?,8.20,A · dense RAG (MiniLM),NOT_FOUND,False,,294,0.0
lo0185,single,lookup,total,How much was the receipt from RESTORAN HWA MUI SUTERA SDN BHD on 29 April 2018?,91.50,A · dense RAG (MiniLM),NOT_FOUND,False,,309,0.0
lo0186,single,lookup,date,When was the RESTORAN HOETIM receipt for 83.00 issued?,28/05/2018,A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0187,single,lookup,address,What is the address on the SUPER SEVEN CASH & CARRY SDN BHD receipt from 27 January 2018?,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM, 40150",A · dense RAG (MiniLM),NOT_FOUND,False,,309,0.0
lo0188,single,lookup,total,How much was the receipt from GUDANG HASIL RESTAURANT SDN BHD on 02 December 2016?,15.80,A · dense RAG (MiniLM),15.80,True,,336,0.0
lo0189,single,lookup,address,What is the address on the MOONLIGHT CAKE HOUSE SDN BHD receipt from 02 June 2018?,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",A · dense RAG (MiniLM),"No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya
81750 Johor Bahru, Johor",True,,868,0.0
lo0190,single,lookup,total,How much was the receipt from BIRU PETROLEUM on 11 November 2016?,6.40,A · dense RAG (MiniLM),6.40,True,,322,0.0
lo0191,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 12 May 2018?,6.60,A · dense RAG (MiniLM),NOT_FOUND,False,,294,0.0
lo0192,single,lookup,total,How much was the receipt from RESTORAN WAN SHE on 29 September 2017?,164.40,A · dense RAG (MiniLM),NOT_FOUND,False,,320,0.0
lo0193,single,lookup,total,How much was the receipt from TRIPLE SIX POINT ENTERPRISE 666 on 23 April 2018?,157.90,A · dense RAG (MiniLM),NOT_FOUND,False,,268,0.0
lo0194,single,lookup,address,What is the address on the RESTORAN WAN SHENG receipt from 11 May 2018?,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0195,single,lookup,date,When was the F&P PHARMACY receipt for 31.90 issued?,02/03/2018,A · dense RAG (MiniLM),NOT_FOUND,False,,361,0.0
lo0196,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 07 October 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",A · dense RAG (MiniLM),NOT_FOUND,False,,443,0.0
lo0197,single,lookup,address,What is the address on the AEON CO. (M) BHD receipt from 17 June 2018?,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",A · dense RAG (MiniLM),NOT_FOUND,False,,269,0.0
lo0198,single,lookup,total,How much was the receipt from CONTENTO on 20 March 2018?,21.60,A · dense RAG (MiniLM),NOT_FOUND,False,,308,0.0
lo0199,single,lookup,total,How much was the receipt from CHA FOR TEA on 19 April 2018?,46.25,A · dense RAG (MiniLM),46.25,True,,381,0.0
ag0200,single,aggregate,sum_total,How much did I spend at GERBANG ALAF RESTAURANTS SDN BHD in total?,262.20,A · dense RAG (MiniLM),8.50,False,,336,0.0
ag0201,single,aggregate,count,How many receipts do I have from GERBANG ALAF RESTAURANTS SDN BHD?,7,A · dense RAG (MiniLM),2,False,,291,0.0
ag0202,single,aggregate,max_total,What was my largest single purchase at GERBANG ALAF RESTAURANTS SDN BHD?,109.05,A · dense RAG (MiniLM),NOT_FOUND,False,,322,0.0
ag0203,single,aggregate,sum_total,How much did I spend at SWC ENTERPRISE SDN BHD in total?,16.20,A · dense RAG (MiniLM),8.00,False,,350,0.0
ag0204,single,aggregate,count,How many receipts do I have from SWC ENTERPRISE SDN BHD?,3,A · dense RAG (MiniLM),2,False,,325,0.0
ag0205,single,aggregate,max_total,What was my largest single purchase at SWC ENTERPRISE SDN BHD?,8.00,A · dense RAG (MiniLM),NOT_FOUND,False,,358,0.0
ag0206,single,aggregate,sum_total,How much did I spend at 99 SPEED MART S/B in total?,779.15,A · dense RAG (MiniLM),3.30,False,,297,0.0
ag0207,single,aggregate,count,How many receipts do I have from 99 SPEED MART S/B?,13,A · dense RAG (MiniLM),3,False,,254,0.0
ag0208,single,aggregate,max_total,What was my largest single purchase at 99 SPEED MART S/B?,262.20,A · dense RAG (MiniLM),NOT_FOUND,False,,267,0.0
ag0209,single,aggregate,sum_total,How much did I spend at UNIHAKKA INTERNATIONAL SDN BHD in total?,221.20,A · dense RAG (MiniLM),NOT_FOUND,False,,338,0.0
ag0210,single,aggregate,count,How many receipts do I have from UNIHAKKA INTERNATIONAL SDN BHD?,27,A · dense RAG (MiniLM),NOT_FOUND,False,,307,0.0
ag0211,single,aggregate,max_total,What was my largest single purchase at UNIHAKKA INTERNATIONAL SDN BHD?,12.20,A · dense RAG (MiniLM),NOT_FOUND,False,,404,0.0
ag0212,single,aggregate,sum_total,How much did I spend at PASARAYA BORONG PINTAR SDN BHD in total?,15.35,A · dense RAG (MiniLM),1.45,False,,335,0.0
ag0213,single,aggregate,count,How many receipts do I have from PASARAYA BORONG PINTAR SDN BHD?,5,A · dense RAG (MiniLM),3,False,,292,0.0
ag0214,single,aggregate,max_total,What was my largest single purchase at PASARAYA BORONG PINTAR SDN BHD?,10.40,A · dense RAG (MiniLM),NOT_FOUND,False,,306,0.0
ag0215,single,aggregate,sum_total,How much did I spend at POPULAR BOOK CO. (M) SDN BHD in total?,227.00,A · dense RAG (MiniLM),7.95,False,,366,0.0
ag0216,single,aggregate,count,How many receipts do I have from POPULAR BOOK CO. (M) SDN BHD?,6,A · dense RAG (MiniLM),2,False,,324,0.0
ag0217,single,aggregate,max_total,What was my largest single purchase at POPULAR BOOK CO. (M) SDN BHD?,140.65,A · dense RAG (MiniLM),NOT_FOUND,False,,374,0.0
ag0218,single,aggregate,sum_total,How much did I spend at HON HWA HARDWARE TRADING in total?,42.20,A · dense RAG (MiniLM),19.60,False,,383,0.0
ag0219,single,aggregate,count,How many receipts do I have from HON HWA HARDWARE TRADING?,4,A · dense RAG (MiniLM),3,False,,307,0.0
ag0220,single,aggregate,max_total,What was my largest single purchase at HON HWA HARDWARE TRADING?,19.60,A · dense RAG (MiniLM),7.20,False,,369,0.0
ag0221,single,aggregate,sum_total,How much did I spend at AEON CO. (M) BHD in total?,819.65,A · dense RAG (MiniLM),65.10,False,,381,0.0
ag0222,single,aggregate,count,How many receipts do I have from AEON CO. (M) BHD?,8,A · dense RAG (MiniLM),NOT_FOUND,False,,309,0.0
ag0223,single,aggregate,max_total,What was my largest single purchase at AEON CO. (M) BHD?,458.55,A · dense RAG (MiniLM),NOT_FOUND,False,,322,0.0
ag0224,single,aggregate,sum_total,How much did I spend at LIM SENG THO HARDWARE TRADING in total?,25.90,A · dense RAG (MiniLM),NOT_FOUND,False,,400,0.0
ag0225,single,aggregate,count,How many receipts do I have from LIM SENG THO HARDWARE TRADING?,3,A · dense RAG (MiniLM),1,False,,325,0.0
ag0226,single,aggregate,max_total,What was my largest single purchase at LIM SENG THO HARDWARE TRADING?,10.50,A · dense RAG (MiniLM),NOT_FOUND,False,,373,0.0
ag0227,single,aggregate,sum_total,How much did I spend at SYARIKAT PERNIAGAAN GIN KEE in total?,822.35,A · dense RAG (MiniLM),94.34,False,,383,0.0
ag0228,single,aggregate,count,How many receipts do I have from SYARIKAT PERNIAGAAN GIN KEE?,11,A · dense RAG (MiniLM),2,False,,292,0.0
ag0229,single,aggregate,max_total,What was my largest single purchase at SYARIKAT PERNIAGAAN GIN KEE?,190.80,A · dense RAG (MiniLM),90.10,False,,418,0.0
ag0230,single,aggregate,sum_total,How much did I spend at WESTERN EASTERN STATIONERY SDN. BHD in total?,57.72,A · dense RAG (MiniLM),NOT_FOUND,False,,322,0.0
ag0231,single,aggregate,count,How many receipts do I have from WESTERN EASTERN STATIONERY SDN. BHD?,3,A · dense RAG (MiniLM),2,False,,254,0.0
ag0232,single,aggregate,max_total,What was my largest single purchase at WESTERN EASTERN STATIONERY SDN. BHD?,42.88,A · dense RAG (MiniLM),NOT_FOUND,False,,358,0.0
ag0233,single,aggregate,sum_total,How much did I spend at RESTORAN WAN SHENG in total?,92.30,A · dense RAG (MiniLM),9.60,False,,335,0.0
ag0234,single,aggregate,count,How many receipts do I have from RESTORAN WAN SHENG?,14,A · dense RAG (MiniLM),NOT_FOUND,False,,322,0.0
ag0235,single,aggregate,max_total,What was my largest single purchase at RESTORAN WAN SHENG?,17.60,A · dense RAG (MiniLM),NOT_FOUND,False,,340,0.0
ag0236,single,aggregate,sum_total,How much did I spend at KEDAI PAPAN YEW CHUAN in total?,1078.55,A · dense RAG (MiniLM),135.68,False,,475,0.0
ag0237,single,aggregate,count,How many receipts do I have from KEDAI PAPAN YEW CHUAN?,7,A · dense RAG (MiniLM),2,False,,326,0.0
ag0238,single,aggregate,max_total,What was my largest single purchase at KEDAI PAPAN YEW CHUAN?,283.55,A · dense RAG (MiniLM),NOT_FOUND,False,,441,0.0
ag0239,single,aggregate,sum_total,How much did I spend at YONG CEN ENTERPRISE in total?,258.50,A · dense RAG (MiniLM),65.70,False,,363,0.0
ag0240,single,aggregate,count,How many receipts do I have from YONG CEN ENTERPRISE?,4,A · dense RAG (MiniLM),2,False,,278,0.0
ag0241,single,aggregate,max_total,What was my largest single purchase at YONG CEN ENTERPRISE?,108.00,A · dense RAG (MiniLM),61.99,False,,365,0.0
ag0242,single,aggregate,sum_total,How much did I spend at SUPER SEVEN CASH & CARRY SDN BHD in total?,527.85,A · dense RAG (MiniLM),408.45,False,,397,0.0
ag0243,single,aggregate,count,How many receipts do I have from SUPER SEVEN CASH & CARRY SDN BHD?,4,A · dense RAG (MiniLM),NOT_FOUND,False,,339,0.0
ag0244,single,aggregate,max_total,What was my largest single purchase at SUPER SEVEN CASH & CARRY SDN BHD?,408.45,A · dense RAG (MiniLM),49.66,False,,418,0.0
ag0245,single,aggregate,sum_total,How much did I spend at SEGI CASH & CARRY SDN. BHD. in total?,902.65,A · dense RAG (MiniLM),NOT_FOUND,False,,294,0.0
ag0246,single,aggregate,count,How many receipts do I have from SEGI CASH & CARRY SDN. BHD.?,3,A · dense RAG (MiniLM),NOT_FOUND,False,,320,0.0
ag0247,single,aggregate,max_total,What was my largest single purchase at SEGI CASH & CARRY SDN. BHD.?,674.00,A · dense RAG (MiniLM),NOT_FOUND,False,,320,0.0
ag0248,single,aggregate,sum_total,How much did I spend at GUARDIAN HEALTH AND BEAUTY SDN BHD in total?,140.61,A · dense RAG (MiniLM),108.21,False,,395,0.0
ag0249,single,aggregate,count,How many receipts do I have from GUARDIAN HEALTH AND BEAUTY SDN BHD?,3,A · dense RAG (MiniLM),2,False,,324,0.0
